Route ID,Source,Destination,Carrier,Distance (km),Cost per km ($),Total Cost ($),Delivery Time (hrs),Delivery Status
R1716,Seattle,Las Vegas,Carrier A,1890,3.14,5934.6,21.0,In Transit
R1717,Philadelphia,Chicago,Carrier C,1240,1.71,2120.4,15.66,In Transit
R1718,Los Angeles,Phoenix,Carrier C,518,3.48,1802.64,8.53,Delivered
R1719,Philadelphia,Seattle,Carrier A,979,3.3,3230.7,10.03,Pending
R1720,Detroit,Detroit,Carrier C,4501,1.86,8371.86,50.39,Pending
R1721,Detroit,Dallas,Carrier A,4699,1.75,8223.25,58.89,Pending
R1722,Seattle,Phoenix,Carrier C,2981,2.75,8197.75,31.16,Delivered
R1723,Phoenix,New York,Carrier B,4086,3.49,14260.14,57.69,In Transit
R1724,Detroit,Los Angeles,Carrier A,2962,1.96,5805.52,47.15,Pending
R1725,Dallas,Las Vegas,Carrier C,1788,1.65,2950.2,21.5,Pending
R1726,Boston,Chicago,Carrier C,3667,2.66,9754.22,42.31,Pending
R1727,Miami,Los Angeles,Carrier A,3039,3.02,9177.78,40.5,In Transit
R1728,Atlanta,Dallas,Carrier B,1579,2.32,3663.28,24.18,In Transit
R1729,San Francisco,Houston,Carrier B,677,1.53,1035.81,7.81,Pending
R1730,Philadelphia,Phoenix,Carrier B,4446,3.32,14760.72,53.98,Pending
R1731,Seattle,New York,Carrier C,474,3.1,1469.4,6.96,Delivered
R1732,Miami,Houston,Carrier B,4679,2.41,11276.39,46.83,In Transit
R1733,Miami,Detroit,Carrier A,3339,3.37,11252.43,39.8,Delivered
R1734,Seattle,Boston,Carrier C,2947,2.96,8723.12,36.07,In Transit
R1735,Boston,Chicago,Carrier A,1034,3.42,3536.28,14.81,Pending
R1736,Denver,New York,Carrier A,1980,1.95,3861.0,30.01,Pending
R1737,Miami,Detroit,Carrier A,3659,2.5,9147.5,56.44,In Transit
R1738,Detroit,Dallas,Carrier C,751,2.94,2207.94,11.53,Pending
R1739,Chicago,Philadelphia,Carrier B,3647,3.36,12253.92,51.41,Pending
R1740,Los Angeles,Boston,Carrier C,1383,3.21,4439.43,19.18,In Transit
R1741,San Francisco,Dallas,Carrier C,2650,3.09,8188.5,40.38,In Transit
R1742,Las Vegas,Houston,Carrier A,2494,2.87,7157.78,25.26,Pending
R1743,Atlanta,New York,Carrier A,2277,2.6,5920.2,22.78,In Transit
R1744,Boston,Boston,Carrier B,4597,2.94,13515.18,67.83,Pending
R1745,New York,Detroit,Carrier B,3799,1.83,6952.17,46.24,Delivered
R1746,Phoenix,Philadelphia,Carrier C,4859,3.01,14625.59,57.44,Delivered
R1747,Detroit,Atlanta,Carrier C,2755,1.56,4297.8,39.9,Delivered
R1748,Las Vegas,Houston,Carrier C,4564,2.22,10132.08,53.31,Pending
R1749,Denver,Dallas,Carrier B,3142,1.62,5090.04,36.57,Delivered
R1750,Houston,Dallas,Carrier C,920,1.7,1564.0,15.27,Delivered
R1751,Phoenix,Philadelphia,Carrier B,2055,2.64,5425.2,27.35,Delivered
R1752,Detroit,Dallas,Carrier A,3828,2.03,7770.84,43.5,Pending
R1753,Houston,Philadelphia,Carrier A,1117,1.58,1764.86,13.3,Pending
R1754,Houston,Houston,Carrier B,3175,2.07,6572.25,34.37,Delivered
R1755,Denver,San Francisco,Carrier C,4970,2.32,11530.4,65.83,Pending
R1756,Los Angeles,Phoenix,Carrier A,4144,1.89,7832.16,54.43,In Transit
R1757,Seattle,Las Vegas,Carrier A,4110,3.18,13069.8,44.5,Delivered
R1758,Las Vegas,Miami,Carrier A,1686,1.89,3186.54,26.31,In Transit
R1759,Denver,Seattle,Carrier A,4903,2.67,13091.01,58.38,In Transit
R1760,Seattle,Phoenix,Carrier B,1793,2.29,4105.97,24.51,In Transit
R1761,Dallas,Chicago,Carrier A,4307,3.0,12921.0,50.1,Delivered
R1762,Detroit,Boston,Carrier C,1282,1.58,2025.56,16.98,In Transit
R1763,Boston,San Francisco,Carrier A,4519,2.71,12246.49,64.31,Delivered
R1764,Las Vegas,Dallas,Carrier A,4946,2.05,10139.3,51.59,In Transit
R1765,New York,Philadelphia,Carrier C,1830,1.99,3641.7,19.35,Pending
R1766,Detroit,Chicago,Carrier C,1941,2.11,4095.51,24.27,In Transit
R1767,Detroit,New York,Carrier A,965,2.34,2258.1,9.66,Pending
R1768,Dallas,Houston,Carrier B,4661,1.61,7504.21,53.38,Delivered
R1769,Atlanta,Detroit,Carrier A,661,2.72,1797.92,6.96,In Transit
R1770,Houston,Houston,Carrier C,2565,1.94,4976.1,35.04,In Transit
R1771,Chicago,Miami,Carrier C,4174,1.63,6803.62,45.06,Delivered
R1772,San Francisco,Los Angeles,Carrier A,1441,2.25,3242.25,15.53,Pending
R1773,Phoenix,Phoenix,Carrier A,929,2.21,2053.09,13.52,Delivered
R1774,Phoenix,Miami,Carrier C,1602,2.54,4069.08,16.84,In Transit
R1775,Detroit,Atlanta,Carrier B,1795,1.89,3392.55,23.61,In Transit
R1776,Chicago,Detroit,Carrier A,3322,1.5,4983.0,50.94,Delivered
R1777,Las Vegas,Atlanta,Carrier B,1185,3.34,3957.9,15.91,Delivered
R1778,Phoenix,San Francisco,Carrier B,3208,2.32,7442.56,48.9,Delivered
R1779,Chicago,Atlanta,Carrier B,2349,2.23,5238.27,26.42,In Transit
R1780,Seattle,Phoenix,Carrier C,1806,2.64,4767.84,25.93,Pending
R1781,Detroit,Denver,Carrier B,3773,1.93,7281.89,53.37,Delivered
R1782,Dallas,Seattle,Carrier B,3807,1.67,6357.69,46.52,In Transit
R1783,Atlanta,Detroit,Carrier B,1911,2.86,5465.46,31.05,In Transit
R1784,New York,Houston,Carrier C,2818,3.41,9609.38,35.99,In Transit
R1785,Miami,Phoenix,Carrier B,2591,3.45,8938.95,25.97,In Transit
R1786,Atlanta,Houston,Carrier B,2846,3.44,9790.24,44.57,Pending
R1787,New York,Denver,Carrier A,2681,2.87,7694.47,27.09,In Transit
R1788,Denver,Denver,Carrier A,2455,2.01,4934.55,35.09,Pending
R1789,Atlanta,Philadelphia,Carrier C,3340,3.42,11422.8,50.36,Delivered
R1790,Philadelphia,Atlanta,Carrier A,3767,1.56,5876.52,53.81,Pending
R1791,New York,Denver,Carrier B,1209,2.44,2949.96,12.84,Delivered
R1792,Seattle,Philadelphia,Carrier B,1087,2.28,2478.36,11.19,In Transit
R1793,San Francisco,Miami,Carrier B,2746,1.58,4338.68,35.7,Delivered
R1794,New York,Philadelphia,Carrier B,4523,3.08,13930.84,53.89,In Transit
R1795,Las Vegas,Las Vegas,Carrier C,3329,3.04,10120.16,50.8,Pending
R1796,Atlanta,Phoenix,Carrier B,4538,1.97,8939.86,50.23,Pending
R1797,Denver,Dallas,Carrier A,2563,2.86,7330.18,35.04,Delivered
R1798,Miami,San Francisco,Carrier B,981,3.17,3109.77,10.08,Pending
R1799,San Francisco,Chicago,Carrier B,1795,1.86,3338.7,25.3,In Transit
R1800,Miami,Denver,Carrier B,490,1.96,960.4,5.5,Pending
R1801,Denver,San Francisco,Carrier A,1874,1.83,3429.42,25.76,Pending
R1802,Chicago,Phoenix,Carrier A,1283,1.74,2232.42,14.9,In Transit
R1803,Denver,Chicago,Carrier A,697,2.04,1421.88,10.0,Delivered
R1804,Boston,Dallas,Carrier C,4102,2.74,11239.48,53.26,Delivered
R1805,Denver,Philadelphia,Carrier C,3511,3.04,10673.44,38.79,Pending
R1806,Los Angeles,Dallas,Carrier A,502,2.0,1004.0,6.57,Delivered
R1807,Boston,Phoenix,Carrier A,688,1.7,1169.6,9.75,In Transit
R1808,Detroit,Detroit,Carrier C,4039,3.44,13894.16,56.83,Delivered
R1809,San Francisco,Atlanta,Carrier A,2542,2.68,6812.56,27.28,Delivered
R1810,Boston,Detroit,Carrier B,2288,2.64,6040.32,27.65,Pending
R1811,Detroit,Houston,Carrier A,1724,3.31,5706.44,24.99,In Transit
R1812,Chicago,Los Angeles,Carrier A,3427,1.51,5174.77,34.49,Pending
R1813,Boston,Miami,Carrier A,4424,2.31,10219.44,51.55,In Transit
R1814,Las Vegas,Seattle,Carrier C,301,3.15,948.15,3.54,Delivered
R1815,Boston,Boston,Carrier B,786,2.99,2350.14,11.72,In Transit
R1816,Seattle,Phoenix,Carrier C,2745,1.6,4392.0,43.09,Delivered
R1817,Detroit,Seattle,Carrier B,3598,1.59,5720.82,37.18,Pending
R1818,Detroit,Seattle,Carrier A,4230,1.77,7487.1,44.28,Delivered
R1819,San Francisco,Chicago,Carrier A,3701,1.94,7179.94,57.85,Delivered
R1820,Houston,Seattle,Carrier A,541,1.5,811.5,7.56,Delivered
R1821,Boston,Miami,Carrier A,741,1.95,1444.95,10.61,In Transit
R1822,Los Angeles,Chicago,Carrier B,4464,1.65,7365.6,60.8,In Transit
R1823,Denver,Dallas,Carrier A,2373,1.71,4057.83,30.34,Pending
R1824,Philadelphia,Atlanta,Carrier B,468,2.04,954.72,5.71,Pending
R1825,Boston,Philadelphia,Carrier B,4274,2.32,9915.68,60.97,In Transit
R1826,Denver,Las Vegas,Carrier A,1997,1.75,3494.75,25.92,In Transit
R1827,Las Vegas,Boston,Carrier C,4172,3.38,14101.36,61.9,In Transit
R1828,Los Angeles,Denver,Carrier B,2291,3.31,7583.21,24.1,Delivered
R1829,San Francisco,Las Vegas,Carrier C,3869,2.08,8047.52,42.37,Pending
R1830,Seattle,Denver,Carrier A,2554,3.12,7968.48,26.49,Delivered
R1831,Boston,Miami,Carrier C,2078,2.72,5652.16,32.05,Delivered
R1832,Miami,San Francisco,Carrier C,398,2.38,947.24,5.01,In Transit
R1833,Las Vegas,Atlanta,Carrier B,933,1.68,1567.44,9.47,Delivered
R1834,Seattle,Atlanta,Carrier A,1431,1.78,2547.18,17.36,Pending
R1835,Detroit,New York,Carrier B,1236,2.0,2472.0,19.4,In Transit
R1836,New York,Atlanta,Carrier B,499,1.56,778.44,5.9,Delivered
R1837,Dallas,New York,Carrier B,4123,1.84,7586.32,52.13,Pending
R1838,Atlanta,San Francisco,Carrier C,1648,1.95,3213.6,24.43,Delivered
R1839,Boston,Chicago,Carrier A,3768,2.66,10022.88,50.79,Pending
R1840,Phoenix,Chicago,Carrier A,2746,1.64,4503.44,31.37,Delivered
R1841,Las Vegas,San Francisco,Carrier B,686,2.98,2044.28,8.15,Delivered
R1842,Denver,Phoenix,Carrier A,4297,2.78,11945.66,59.88,In Transit
R1843,Miami,Las Vegas,Carrier C,578,2.61,1508.58,7.14,Delivered
R1844,Phoenix,Denver,Carrier C,2449,2.88,7053.12,39.35,Delivered
R1845,San Francisco,Detroit,Carrier C,510,2.53,1290.3,5.42,In Transit
R1846,New York,Phoenix,Carrier C,3285,2.3,7555.5,40.25,Pending
R1847,Seattle,Houston,Carrier C,2493,1.95,4861.35,34.69,Pending
R1848,Phoenix,Miami,Carrier A,4429,3.07,13597.03,60.15,Pending
R1849,Philadelphia,Philadelphia,Carrier A,526,2.4,1262.4,5.38,In Transit
R1850,Dallas,Atlanta,Carrier B,3928,2.21,8680.88,43.44,In Transit
R1851,San Francisco,Houston,Carrier B,3642,2.11,7684.62,50.64,Pending
R1852,Boston,Phoenix,Carrier B,373,3.2,1193.6,5.73,Delivered
R1853,Dallas,Atlanta,Carrier A,668,3.27,2184.36,9.09,Pending
R1854,Chicago,San Francisco,Carrier A,909,2.37,2154.33,9.45,Pending
R1855,Chicago,Las Vegas,Carrier B,330,1.56,514.8,3.57,Pending
R1856,Atlanta,New York,Carrier A,986,2.38,2346.68,10.88,Pending
R1857,Chicago,Detroit,Carrier A,1274,3.43,4369.82,15.87,Delivered
R1858,Boston,San Francisco,Carrier C,1616,2.09,3377.44,18.08,In Transit
R1859,Chicago,Atlanta,Carrier C,2905,1.8,5229.0,40.13,In Transit
R1860,New York,Las Vegas,Carrier C,4553,2.03,9242.59,52.43,Pending
R1861,Phoenix,Atlanta,Carrier B,3136,2.49,7808.64,50.54,In Transit
R1862,Chicago,Las Vegas,Carrier A,2289,2.64,6042.96,25.38,In Transit
R1863,Dallas,Chicago,Carrier A,4685,2.76,12930.6,54.37,In Transit
R1864,Phoenix,Seattle,Carrier A,3926,2.05,8048.3,53.3,In Transit
R1865,Las Vegas,Seattle,Carrier A,714,2.08,1485.12,7.8,In Transit
R1866,Miami,Seattle,Carrier C,2594,2.85,7392.9,30.92,In Transit
R1867,Dallas,Houston,Carrier B,4196,3.34,14014.64,55.11,Delivered
R1868,Phoenix,Seattle,Carrier B,1962,3.04,5964.48,27.75,In Transit
R1869,Miami,Chicago,Carrier C,3479,3.28,11411.12,57.21,Delivered
R1870,San Francisco,Chicago,Carrier A,646,2.52,1627.92,7.42,Delivered
R1871,San Francisco,Las Vegas,Carrier B,2307,3.03,6990.21,25.15,Delivered
R1872,Boston,Phoenix,Carrier A,4316,3.15,13595.4,60.56,In Transit
R1873,Chicago,Philadelphia,Carrier B,3642,2.91,10598.22,44.47,Delivered
R1874,Phoenix,Houston,Carrier A,3103,2.11,6547.33,42.6,In Transit
R1875,Las Vegas,Boston,Carrier C,4094,2.91,11913.54,52.51,In Transit
R1876,Philadelphia,Detroit,Carrier A,3730,2.86,10667.8,44.06,Delivered
R1877,Atlanta,Las Vegas,Carrier C,1986,1.56,3098.16,29.81,In Transit
R1878,Detroit,Houston,Carrier C,4449,3.16,14058.84,65.62,Pending
R1879,Phoenix,Houston,Carrier B,904,1.89,1708.56,11.43,In Transit
R1880,Denver,Boston,Carrier A,2113,2.95,6233.35,21.64,Pending
R1881,Phoenix,Seattle,Carrier A,2363,2.33,5505.79,29.49,Pending
R1882,Dallas,Los Angeles,Carrier A,1161,2.16,2507.76,13.89,In Transit
R1883,Seattle,Las Vegas,Carrier A,4477,3.09,13833.93,64.38,Pending
R1884,San Francisco,Detroit,Carrier B,312,1.75,546.0,5.08,Delivered
R1885,Dallas,Philadelphia,Carrier A,4556,3.24,14761.44,67.05,Pending
R1886,Denver,Chicago,Carrier A,4410,3.49,15390.9,57.25,In Transit
R1887,Miami,Dallas,Carrier B,4383,1.91,8371.53,47.72,In Transit
R1888,Dallas,Atlanta,Carrier B,477,1.91,911.07,5.05,Pending
R1889,Miami,Phoenix,Carrier C,4666,2.45,11431.7,55.86,Pending
R1890,Philadelphia,Houston,Carrier C,1834,1.55,2842.7,30.5,Pending
R1891,Seattle,Los Angeles,Carrier B,1339,3.19,4271.41,17.5,Pending
R1892,Detroit,Las Vegas,Carrier A,3560,2.77,9861.2,52.61,Delivered
R1893,Detroit,Las Vegas,Carrier B,590,3.09,1823.1,6.73,In Transit
R1894,San Francisco,Detroit,Carrier C,1831,1.99,3643.69,26.32,Pending
R1895,Atlanta,Dallas,Carrier A,4990,3.06,15269.4,74.46,Pending
R1896,San Francisco,San Francisco,Carrier A,392,3.49,1368.08,6.51,Pending
R1897,Philadelphia,Philadelphia,Carrier C,628,2.56,1607.68,7.17,Pending
R1898,Atlanta,New York,Carrier B,3111,2.96,9208.56,35.52,Pending
R1899,Chicago,Las Vegas,Carrier A,3297,2.63,8671.11,40.78,Pending
R1900,Boston,Philadelphia,Carrier A,4588,2.13,9772.44,65.41,In Transit
R1901,Miami,Atlanta,Carrier B,312,1.72,536.64,4.48,In Transit
R1902,Denver,Philadelphia,Carrier A,4182,1.89,7903.98,49.59,Delivered
R1903,Chicago,Chicago,Carrier B,2459,3.39,8336.01,28.71,Pending
R1904,New York,Houston,Carrier C,3913,3.04,11895.52,58.47,Pending
R1905,Denver,Los Angeles,Carrier B,4302,2.17,9335.34,51.84,Delivered
R1906,Detroit,Las Vegas,Carrier A,3338,1.82,6075.16,44.53,Delivered
R1907,Los Angeles,Seattle,Carrier C,2166,1.67,3617.22,22.18,Pending
R1908,Las Vegas,Los Angeles,Carrier A,3673,2.85,10468.05,45.8,Pending
R1909,New York,Miami,Carrier B,4994,2.39,11935.66,63.64,Pending
R1910,Atlanta,Los Angeles,Carrier C,4099,2.58,10575.42,46.92,Pending
R1911,Denver,Los Angeles,Carrier C,4498,1.86,8366.28,53.12,In Transit
R1912,San Francisco,Denver,Carrier C,4247,2.1,8918.7,58.75,In Transit
R1913,Chicago,Houston,Carrier A,3056,2.05,6264.8,38.98,Delivered
R1914,Seattle,Seattle,Carrier C,3157,1.53,4830.21,33.12,Delivered
R1915,Boston,Denver,Carrier A,4504,2.47,11124.88,59.54,Pending
R1916,Miami,Philadelphia,Carrier B,2643,2.42,6396.06,30.66,In Transit
R1917,Dallas,Dallas,Carrier B,1297,2.31,2996.07,15.19,Pending
R1918,Denver,Chicago,Carrier B,1852,3.12,5778.24,20.72,In Transit
R1919,Houston,San Francisco,Carrier C,2184,2.75,6006.0,34.29,In Transit
R1920,San Francisco,New York,Carrier C,3566,3.22,11482.52,43.04,Pending
R1921,Seattle,Chicago,Carrier C,3483,3.06,10657.98,35.48,Pending
R1922,Los Angeles,Philadelphia,Carrier B,4621,2.15,9935.15,48.78,Delivered
R1923,San Francisco,Atlanta,Carrier B,4601,1.54,7085.54,71.59,Delivered
R1924,Detroit,Chicago,Carrier C,2331,3.21,7482.51,32.43,In Transit
R1925,Dallas,Miami,Carrier C,4046,3.24,13109.04,45.25,Pending
R1926,New York,Miami,Carrier B,2491,1.54,3836.14,29.63,Delivered
R1927,Phoenix,Dallas,Carrier A,3999,1.68,6718.32,43.67,In Transit
R1928,Phoenix,Los Angeles,Carrier A,3502,3.2,11206.4,51.9,Pending
R1929,Phoenix,Atlanta,Carrier B,2604,2.75,7161.0,28.23,Pending
R1930,Houston,Phoenix,Carrier A,4764,3.32,15816.48,51.8,In Transit
R1931,New York,Los Angeles,Carrier A,3017,1.71,5159.07,33.11,In Transit
R1932,Houston,Miami,Carrier B,2514,2.1,5279.4,31.16,Delivered
R1933,New York,Phoenix,Carrier C,2745,3.45,9470.25,42.73,Delivered
R1934,Phoenix,Houston,Carrier A,1005,2.77,2783.85,10.69,Pending
R1935,Dallas,Denver,Carrier A,4629,2.37,10970.73,48.19,In Transit
R1936,Detroit,Dallas,Carrier C,4038,1.77,7147.26,65.88,In Transit
R1937,Los Angeles,Atlanta,Carrier A,4411,3.11,13718.21,64.38,Delivered
R1938,New York,Miami,Carrier A,412,2.86,1178.32,4.46,Pending
R1939,Dallas,Boston,Carrier B,671,3.06,2053.26,7.97,Pending
R1940,Denver,Seattle,Carrier B,836,1.81,1513.16,8.37,Delivered
R1941,Philadelphia,Seattle,Carrier A,4198,2.29,9613.42,45.33,Pending
R1942,San Francisco,Atlanta,Carrier C,3176,2.06,6542.56,37.69,Delivered
R1943,Miami,Houston,Carrier B,3478,3.0,10434.0,45.77,Delivered
R1944,Philadelphia,Miami,Carrier A,4445,1.63,7245.35,56.76,Delivered
R1945,Dallas,Boston,Carrier C,4507,2.84,12799.88,48.17,Pending
R1946,Houston,Los Angeles,Carrier B,785,1.55,1216.75,12.52,In Transit
R1947,Dallas,Dallas,Carrier B,4773,2.31,11025.63,60.83,Delivered
R1948,Los Angeles,Las Vegas,Carrier B,1182,2.01,2375.82,13.83,In Transit
R1949,Chicago,Boston,Carrier C,1041,2.16,2248.56,11.78,In Transit
R1950,San Francisco,Denver,Carrier A,2847,2.17,6177.99,34.52,Delivered
R1951,Phoenix,Atlanta,Carrier B,1941,1.76,3416.16,30.76,Pending
R1952,Denver,Denver,Carrier A,884,1.68,1485.12,13.85,Pending
R1953,Dallas,Boston,Carrier C,1737,2.51,4359.87,27.41,Delivered
R1954,New York,San Francisco,Carrier A,4782,2.03,9707.46,53.98,In Transit
R1955,Philadelphia,Detroit,Carrier A,806,3.33,2683.98,11.01,In Transit
R1956,Atlanta,Boston,Carrier B,3341,1.65,5512.65,42.26,Delivered
R1957,Seattle,New York,Carrier A,3048,1.84,5608.32,32.07,Pending
R1958,Atlanta,Atlanta,Carrier C,2839,2.85,8091.15,43.64,Pending
R1959,Atlanta,Chicago,Carrier A,4953,2.22,10995.66,67.58,In Transit
R1960,New York,San Francisco,Carrier A,4486,2.85,12785.1,45.19,Delivered
R1961,New York,San Francisco,Carrier B,3011,1.57,4727.27,31.42,In Transit
R1962,Chicago,Detroit,Carrier A,2191,1.63,3571.33,22.6,Pending
R1963,Los Angeles,Philadelphia,Carrier A,1625,2.65,4306.25,20.09,Pending
R1964,Dallas,Seattle,Carrier C,3038,2.59,7868.42,31.59,In Transit
R1965,Phoenix,Las Vegas,Carrier C,3699,2.99,11060.01,60.23,In Transit
R1966,Houston,Boston,Carrier A,872,2.3,2005.6,11.85,In Transit
R1967,Las Vegas,Atlanta,Carrier B,943,2.98,2810.14,9.64,In Transit
R1968,Philadelphia,Houston,Carrier B,1314,2.56,3363.84,15.39,Delivered
R1969,Dallas,Houston,Carrier B,4605,1.75,8058.75,59.29,In Transit
R1970,Seattle,Seattle,Carrier B,2985,2.57,7671.45,32.97,Delivered
R1971,Chicago,San Francisco,Carrier A,853,2.86,2439.58,10.15,In Transit
R1972,Miami,Denver,Carrier C,2301,2.31,5315.31,26.56,Delivered
R1973,Detroit,New York,Carrier C,2357,1.86,4384.02,30.06,In Transit
R1974,Las Vegas,Los Angeles,Carrier A,422,2.33,983.26,4.34,In Transit
R1975,Los Angeles,Chicago,Carrier C,2492,1.74,4336.08,27.61,In Transit
R1976,Chicago,New York,Carrier A,1292,3.27,4224.84,13.9,Delivered
R1977,Chicago,Detroit,Carrier C,4902,2.05,10049.1,70.51,Pending
R1978,Phoenix,Las Vegas,Carrier C,1847,2.87,5300.89,25.56,Pending
R1979,Miami,Boston,Carrier C,3611,2.3,8305.3,40.05,Pending
R1980,Los Angeles,Chicago,Carrier C,2871,2.01,5770.71,39.46,Pending
R1981,Atlanta,Philadelphia,Carrier B,1343,3.3,4431.9,15.81,Pending
R1982,Philadelphia,Miami,Carrier C,4254,1.64,6976.56,61.52,In Transit
R1983,Seattle,Chicago,Carrier B,4291,1.51,6479.41,65.91,Pending
R1984,Houston,Chicago,Carrier A,2744,1.53,4198.32,35.06,Pending
R1985,Dallas,Boston,Carrier C,2113,1.54,3254.02,25.66,Delivered
R1986,Miami,Las Vegas,Carrier C,3056,3.09,9443.04,33.22,In Transit
R1987,Seattle,Chicago,Carrier B,1442,3.11,4484.62,15.86,In Transit
R1988,Dallas,Chicago,Carrier B,2316,2.81,6507.96,31.34,In Transit
R1989,Houston,Boston,Carrier B,1523,2.32,3533.36,15.62,In Transit
R1990,Houston,Dallas,Carrier A,3592,2.37,8513.04,45.91,In Transit
R1991,New York,Miami,Carrier C,3218,3.35,10780.3,47.01,Delivered
R1992,Denver,New York,Carrier B,4235,3.05,12916.75,56.13,Delivered
R1993,Boston,Los Angeles,Carrier A,1464,3.16,4626.24,15.6,Pending
R1994,Seattle,Philadelphia,Carrier C,2760,2.38,6568.8,30.67,In Transit
R1995,Miami,Philadelphia,Carrier C,1233,1.8,2219.4,13.13,Delivered
R1996,San Francisco,Chicago,Carrier C,2164,1.71,3700.44,31.73,Pending
R1997,Philadelphia,Phoenix,Carrier A,3056,2.36,7212.16,48.62,Pending
R1998,Chicago,Houston,Carrier B,3128,3.04,9509.12,32.65,Delivered
R1999,New York,Chicago,Carrier B,1287,2.91,3745.17,15.11,Delivered
R2000,Chicago,Los Angeles,Carrier C,3009,1.65,4964.85,37.52,In Transit
R2001,Dallas,Las Vegas,Carrier C,531,2.64,1401.84,5.9,Pending
R2002,Seattle,Los Angeles,Carrier C,4741,1.5,7111.5,58.89,In Transit
R2003,Houston,Denver,Carrier C,2754,2.55,7022.7,30.42,In Transit
R2004,Houston,San Francisco,Carrier A,4948,1.98,9797.04,63.15,Pending
R2005,Chicago,Los Angeles,Carrier B,4355,2.19,9537.45,55.79,Delivered
R2006,Chicago,Denver,Carrier A,2852,3.06,8727.12,40.62,In Transit
R2007,Philadelphia,Las Vegas,Carrier C,1538,1.95,2999.1,17.78,Delivered
R2008,Detroit,Boston,Carrier A,1064,1.65,1755.6,11.75,Delivered
R2009,Phoenix,San Francisco,Carrier B,1491,2.92,4353.72,21.2,Pending
R2010,Atlanta,Atlanta,Carrier A,775,3.1,2402.5,10.03,In Transit
R2011,New York,Atlanta,Carrier A,3231,2.05,6623.55,38.56,Pending
R2012,Denver,Dallas,Carrier A,1282,2.05,2628.1,17.57,Delivered
R2013,Los Angeles,Houston,Carrier B,3130,3.38,10579.4,32.51,Delivered
R2014,Philadelphia,Miami,Carrier B,1878,2.76,5183.28,29.04,In Transit
R2015,Boston,Boston,Carrier C,1463,1.71,2501.73,15.45,Delivered
R2016,Atlanta,Boston,Carrier A,1991,1.78,3543.98,30.75,Delivered
R2017,San Francisco,Miami,Carrier A,2214,2.62,5800.68,23.72,Pending
R2018,Detroit,Denver,Carrier C,1880,2.26,4248.8,21.95,Pending
R2019,Dallas,Houston,Carrier A,2659,3.1,8242.9,34.14,Delivered
R2020,Houston,Detroit,Carrier C,4349,2.35,10220.15,62.85,In Transit
R2021,Miami,Dallas,Carrier A,2373,2.07,4912.11,31.35,Delivered
R2022,Philadelphia,Dallas,Carrier C,1501,1.96,2941.96,16.58,Delivered
R2023,Los Angeles,Denver,Carrier B,3121,1.8,5617.8,37.11,In Transit
R2024,Seattle,Denver,Carrier B,4155,2.3,9556.5,65.02,Pending
R2025,Miami,Dallas,Carrier B,3345,2.63,8797.35,52.92,Delivered
R2026,Boston,New York,Carrier B,4774,2.14,10216.36,58.04,Delivered
R2027,Chicago,Las Vegas,Carrier C,4999,1.52,7598.48,65.81,In Transit
R2028,Denver,Phoenix,Carrier B,3261,2.81,9163.41,35.96,In Transit
R2029,Atlanta,Boston,Carrier A,2617,2.29,5992.93,27.69,In Transit
R2030,Detroit,Chicago,Carrier B,800,3.15,2520.0,8.66,In Transit
R2031,Atlanta,Boston,Carrier A,4735,1.88,8901.8,48.01,Delivered
R2032,Detroit,Detroit,Carrier B,4243,1.7,7213.1,50.84,Pending
R2033,Chicago,Miami,Carrier C,2998,1.62,4856.76,34.13,Delivered
R2034,Phoenix,Houston,Carrier B,3444,1.78,6130.32,39.04,In Transit
R2035,Chicago,Houston,Carrier B,4190,2.88,12067.2,44.45,Delivered
R2036,Houston,Phoenix,Carrier A,4273,2.43,10383.39,45.75,Pending
R2037,Chicago,Philadelphia,Carrier A,821,2.82,2315.22,11.98,Delivered
R2038,Seattle,Miami,Carrier A,1806,2.28,4117.68,26.19,Pending
R2039,Denver,Dallas,Carrier A,4422,3.16,13973.52,48.87,In Transit
R2040,Los Angeles,Los Angeles,Carrier B,4612,2.97,13697.64,75.0,Delivered
R2041,Las Vegas,Los Angeles,Carrier A,2648,2.57,6805.36,33.62,In Transit
R2042,Seattle,Seattle,Carrier A,2912,2.23,6493.76,34.64,Pending
R2043,Seattle,New York,Carrier A,2783,2.67,7430.61,28.43,In Transit
R2044,Chicago,Detroit,Carrier B,2227,1.96,4364.92,23.82,Pending
R2045,Los Angeles,Houston,Carrier A,3871,3.14,12154.94,42.63,Pending
R2046,Detroit,Chicago,Carrier C,4875,2.33,11358.75,69.26,In Transit
R2047,Chicago,Dallas,Carrier B,1743,1.97,3433.71,24.85,In Transit
R2048,New York,Chicago,Carrier C,2436,2.49,6065.64,37.9,Pending
R2049,Las Vegas,New York,Carrier C,1397,2.77,3869.69,14.15,Delivered
